activity,address,mail,name,phone,website
MARITIME TRANSPORT," 22BIS, RUE RAINITOVO ANTANANARIVO   ",,SOCIETE MALGACHE DE CABOTAGE,(+261) 202 22 93 61 (+261) 202 22 26 23,
MARITIME TRANSPORT," 6, RUE GANDHI ANTANANARIVO   ",,SOCIETE MALGACHE TRANSPORTS MARITIMES,(+261) 202 22 73 42,
"ALARMS & MONITORING, MATERIAL & EQUIPMENT", BP. 4249 ANTANANARIVO 101    ,ted@ted.mg,TED MADAGASCAR,(+261) 20 22 432 62 (+261) 20 22 432 20,
TRANSIT & CONSIGNMENT, BLD JOFFRE TOAMASINA   ,smtntnr@moov.mg,SMTN,(+261) 205 33 36 24 (+261) 205 33 36 24,
TRANSIT & CONSIGNMENT, RUE CONVENTION TOAMASINA   ,sodiatranstmm@moov.mg,SODIATRANS,(+261) 205 33 43 89 (+261) 205 33 43 93,
TRANSIT & CONSIGNMENT, ANKORONDRANO ANTANANARIVO   ,sotam@moov.mg,SOTAM,(+261) 202 25 58 51 (+261) 202 25 58 50,
TRANSIT & CONSIGNMENT," 17, RUE COMMERCE TOAMASINA   ",evasil@moov.mg,SOTAM,(+261) 205 33 42 97 (+261) 205 33 30 03,
TRANSIT & CONSIGNMENT, AMBOHIDAHY ANTANANARIVO   ,transtx@moov.mg,SOTRAEX,(+261) 202 23 07 49 (+261) 202 22 37 71,
AIR TRANSPORTS," 12, RUE DOUMER TOAMASINA   ",transni_tmm@netclub.mg,TRANSNI,(+261) 205 33 33 35 (+261) 205 33 05 87,
AIR TRANSPORTS, BP. 726 ANTANANARIVO   ,trimeta@transit.com,TRIMETA TRANSIT,(+261) 202 22 87 25 (+261) 202 22 36 93,
AIR TRANSPORTS, BP. 8609 ANTANANARIVO    ,ziegler@moov.mg,ZIEGLER MADAGASCAR,(+261) 202 26 20 95 (+261) 202 26 20 96,
TRANSIT & CONSIGNMENT, BP. 8178 ANTANANARIVO   ,,SOTRAMA,(+261) 202 26 66 09,
INSURERS BROKERS & ADVICE," LOT IVO 202 ANKORONDRANO OUEST, ENCEINTE MADECASSE II ANTANANARIVO   ",chrystelle.razafimahazo@mg.askgs.africa,BSA MADAGASCAR ASK,(+261) 20 22 648 44,
RESTAURANTS & BARS," 11, RUE GEORGES V ANTANANARIVO   ",,RESTAURANT LA TABLE D'HOTE MARIETTE,(+261) 202 22 16 02 (+261) 202 22 77 16,
RESTAURANTS & BARS, BP. 194 ANTSIRANANA   ,sylro@moov.mg,RESTAURANT LA VAHINEE,(+261) 208 22 26 53,
RESTAURANTS & BARS," 17, RUE PRINTSY ANTANANARIVO   ",varangue@simicro.mg,RESTAURANT LA VARANGUE,(+261) 202 22 51 74 (+261) 202 25 52 30,
RESTAURANTS & BARS," 16, BLD JOFFRE TOAMASINA    ",central_hotel_mada@yahoo.fr,RESTAURANT LA VERANDA,(+261) 205 33 36 35 (+261) 205 33 41 19,www.central-hotel-tamatave.com    
RESTAURANTS & BARS, BP. 245 TOLAGNARO   ,,RESTAURANT LAS VEGAS,(+261) 209 22 11 18 (+261) 209 22 11 18,
RESTAURANTS & BARS," 4, RUE PASTEUR ANTANANARIVO   ",,RESTAURANT L'ASTAURIA,(+261) 202 22 13 51 (+261) 202 22 86 62,www.hotel-restaurant-tamatave.com    
LAWYERS, LOT III P 02 FANJAKAMANDROSO IHOSY   ,mahalovajonah@yahoo.fr,RAKOTOTSIMIALONA MAHALOVA JONAH,(+261) 34 61 244 17,
LAWYERS, III R 38 TSIMBAZAZA ANTANANARIVO   ,hanitragasy@gmail.com,RALIVOLOLONA HANITRINIAINA ANDRIAMANANTSOA,(+261) 34 03 976 66,
LAWYERS," 35, RUE REFOTAKA ANTANANARIVO   ",,RAMBELOSON RAKOTONIAINA NORONIRINA,(+261) 202 22 01 42,
LAWYERS," LOT VP 26 TER OT AMBOHIMIANDRA, PRES VILLA BERLIN ANTANANARIVO 101   ",a.randranto@blueline.mg,RANDRANTO,(+261) 20 22 218 52,
LAWYERS," 14, RUE DE FRANCE MAHAJANGA   ",,RANDRIANASOLO,(+261) 206 22 21 04 (+261) 206 22 21 04,
LAWYERS," 143, RTE CIRCULAIRE, ANKORAHOTRA ANTANANARIVO 101   ",raobena@moov.mg,RAOBENA R. ANDRIANJAKARIVONY,(+261) 34 80 228 40,
LAWYERS, LOT II N 143 ANALAMAHITSY ANTANANARIVO   ,haribets@yahoo.fr,RASOLOFONIRINA HARIMAMPIANINA,(+261) 34 03 812 49,
"INSURANCES, MEDICAL", ANALAKELY ANTANANARIVO   ,austral.immob@simicro.mg,ACTION SANTE,(+261) 202 26 26 25 (+261) 202 23 38 93,
"INSURANCES, MEDICAL", BP. 1786 ANTANANARIVO    ,medint@iris.mg,MEDICAL INTER.,(+261) 202 23 32 62 (+261) 202 23 65 34,
HOTELS," 23 RUE RAMELINA, AMBATONAKANGA ANTANANARIVO    ",hoteldelapergola@gmail.com,HOTEL DE LA PERGOLA,(+261) 34 84 980 07,
HOTELS, BP. 397 TOLIARY    ,hotelplagetulear@blueline.mg,HOTEL DE LA PLAGE,(+261) 209 49 06 92 (+261) 320 43 62 76,www.hoteldelapergola.com    
HOTELS," 5, RUE JEANNE D'ARC ANTSIRANANA   ",hoteldelaposte@moov.mg,HOTEL DE LA POSTE,(+261) 208 22 39 24 (+261) 208 22 18 45,
HOTELS, ANKORAHOTRA ANTANANARIVO   ,,HOTEL DE LA TOURTERELLE,(+261) 202 22 30 69,www.hotelplage-tulear.com    
HOTELS, BP. 72 ANTSIRABE   ,sht@moov.mg,HOTEL DES THERMES,(+261) 204 44 87 61 (+261) 204 44 97 64,
HOTELS, ANOSIBE ANTANANARIVO   ,,HOTEL DES TROPIQUES,(+261) 202 22 18 63,
HOTELS, BP. 42 ANTSIRABE    ,diamant@madawel.com,HOTEL DIAMANT,(+261) 204 44 88 40 (+261) 204 44 93 72,
HOTELS," 78BIS, RUE COLBERT ANTSIRANANA   ",diegoambassador@moov.mg,HOTEL DIEGO AMBASSADOR,(+261) 208 22 10 28 (+261) 208 22 28 51,www.madawel.com    
HOTELS, BP. 274 NOSY BE    ,domainemangabe@moov.mg,HOTEL DOMAINE MANGA BE,(+261) 208 60 60 88,
HOTELS, BP. 3958 ANTANANARIVO    ,hoteldulouvre@simicro.mg,HOTEL DU LOUVRE,(+261) 202 23 90 00 (+261) 202 26 40 40,
"REAL ESTATE, PROMOTERS", BP. 448 ANTANANARIVO   ,forello@moov.mg,SPI FORELLO,(+261) 202 23 51 60 (+261) 202 22 38 06,
"REAL ESTATE, PROMOTERS", AMBODIVONA ANTANANARIVO   ,spim@simicro.mg,SPIM,(+261) 202 23 56 83 (+261) 202 22 87 60,
"REAL ESTATE, PROMOTERS", BP. 12128 ANTANANARIVO    ,vima@vima.mg,VIMA,(+261) 202 23 30 93 (+261) 202 23 81 61,
"REAL ESTATE, PROMOTERS"," SAROPODY, TANJOMBATO ANTANANARIVO 102    ",contact@wimmo.mg,WIMMO,(+261) 20 22 461 02,www.properties-construction.com    
"REAL ESTATE, PROMOTERS", BP. 1495 ANTANANARIVO   ,zital@moov.mg,ZITAL,(+261) 202 23 94 46 (+261) 202 23 94 41,
ROAD TRANSPORT, MANODIDINA GARE ANTSIRABE   ,,SERALY FERID,(+261) 204 44 89 23,
ROAD TRANSPORT, CITE 67 HA ANTANANARIVO   ,,SHMID RASOANIRINA CHRISTINE,(+261) 202 26 29 43 (+261) 202 26 29 43,www.transportrandriasolofohery    
ROAD TRANSPORT, ZI FORELLO ANTANANARIVO   ,,SMAR,(+261) 202 24 74 48,
ROAD TRANSPORT, LOT 84TB/3609 TANANARIVE FIANARANTSOA    ,mbolavololona@yahoo.fr,SOCIETE RANDRIASOLOFOHERY,(+261) 34 02 586 88,
INSURANCES, BP. 8619 101 ANTANANARIVO    ,allianz-madagascar@allianz-mg.com,ALLIANZ MADAGASCAR,(+261) 202 25 79 00 (+261) 202 25 79 01,
INSURANCES, BP. 710 ANTANANARIVO   ,i.afm@moov.mg,ASSURANCE FRANCE MADAGASCAR,(+261) 202 22 30 24 (+261) 202 26 92 01,www.allianz-madagascar.com    
INSURANCES, ISOTRY ANTANANARIVO   ,assurancemama@moov.mg,ASSURANCE MAMA,(+261) 202 26 18 82 (+261) 202 26 18 83,
INSURANCES, BP. 8538 ANTANANARIVO    ,mail@assurances-mitsinjo.com,ASSURANCE MITSINJO,(+261) 20 22 267 27 (+261) 20 22 301 49,
INSURANCES, IMMEUBLE NY HAVANA ANTANANARIVO    ,nyhavana@nyhavana.mg,ASSURANCE NY HAVANA,(+261) 202 22 67 60 (+261) 202 22 43 03,
INSURANCES, BP. 8014 ANTANANARIVO 101    ,pelitera@pelitera.net,ASSURANCE PELITRANS,(+261) 320 52 02 41,www.assurances-mitsinjo.com    
INSURANCES," 13, RUE LUMUMBA ANTANANARIVO   ",,ASSURANCE SMA,(+261) 202 22 31 62,
INSURANCES, BP. 8310 ANTANANARIVO    ,sofitrans@moov.mg,ASSURANCE SOFITRANS GROUPE,(+261) 202 22 23 30 (+261) 202 22 03 93,www.nyhavana.mg    
INSURANCES, BP. 11010 ANTANANARIVO   ,,ASSURANCE URSAE MINORIS,(+261) 202 24 59 46,
INSURANCES, BP. 42 101 ANTANANARIVO    ,aro1@moov.mg,ASSURANCES ARO,(+261) 202 22 01 54 (+261) 202 23 44 64,www.pelitera.net    
"REAL ESTATE, AGENCIES", BP. 3271 ANTANANARIVO    ,volamadev@wanadoo.fr,MADEV,(+261) 202 23 21 58 (+261) 202 26 49 95,
"REAL ESTATE, AGENCIES"," 8, RUE RABEHEVITRA ANTANANARIVO    ",madimmosarl@yahoo.fr,MADIMMO,(+261) 202 42 38 48 (+261) 202 22 63 48,www.3madagascar.com/madev    
"REAL ESTATE, AGENCIES", LOT III P 29 B ANJAHANA ANTANANARIVO    ,mikalymada@gmail.com,MIKALY,(+261) 34 80 490 60,
"REAL ESTATE, AGENCIES", BP. 200 NOSY BE    ,nosybeimmo@moov.mg,NOSY BE IMMO,(+261) 208 69 31 10,www.3madagascar.com/madimmo-madagascar-immobilier    
"WELDING, HARDWARE & PRODUCED", ANALAMAHITSY ANTANANARIVO   ,,ACONCEPT,(+261) 202 24 34 72,
"WELDING, HARDWARE & PRODUCED", BP. 53 ANTANANARIVO   ,soam@moov.mg,AIR LIQUIDE,(+261) 202 32 25 06 (+261) 202 32 09 09,
"REAL ESTATE, AGENCIES"," IMMEUBLE CITY CENTER, PORTE 207, ANALAKELY ANTANANARIVO    ",oceanaimmo@moov.mg,OCEANA IMMO MADAGASCAR,(+261) 20 22 665 24,
"REAL ESTATE, AGENCIES", AMBONDRONA ANTANANARIVO    ,p.tana@moov.mg,PROMO TANA,(+261) 202 26 17 51 (+261) 202 26 17 51,www.immobilier-mikaly.com    
"REAL ESTATE, AGENCIES", MALAZA AMPITATAFIKA    ,info@recherche-internationale-immobiliere.com,RECHERCHE INTER. IMMOBILIERE,(+261) 330 25 48 34,
"REAL ESTATE, AGENCIES", BP. 957 ANTANANARIVO   ,samba@simicro.mg,SAMBA IMMOBILIER,(+261) 202 25 25 82 (+261) 202 25 25 84,www.nosybe-immobilier.com    
"REAL ESTATE, AGENCIES", AMBODIVONA ANTANANARIVO   ,spim@simicro.mg,SCIMADA,(+261) 202 23 56 83 (+261) 202 22 87 60,
"REAL ESTATE, AGENCIES", BP. 661 ANTANANARIVO    ,seimad@moov.mg,SEIMAD,(+261) 202 22 02 98 (+261) 202 22 17 21,www.oceanaimmo.kingeshop.com    
CONSULTANTS, BP. 1284 ANTANANARIVO   ,kaizen.p@netclub.mg,KAIZEN PARTNERS,(+261) 202 23 38 15,
CONSULTANTS, LOT II 14 TER FF NORD ANTANIMORA ANTANANARIVO   ,kenny-6@hotmail.fr,KENNY RANDRIATSEHENO,(+261) 33 84 692 64,
CONSULTANTS," LOT II F 72 HAA, ANDRAISORO ANTANANARIVO   ",robson.andrianarivo@gmail.com,MADA QUALITY,(+261) 34 020 23 45,
CONSULTANTS, LOT II O 154 BIS ANJANAHARY ANTANANARIVO    ,madev@madev.mg,MADAGASCAR DEVELOPEMENT ENGINEERING,(+261) 202 24 03 42,
CONSULTANTS, TSARALALANA ANTANANARIVO   ,managing-tana@moov.mg,MANAGING,(+261) 202 25 63 45 (+261) 202 25 63 45,www.madev.mg    
CONSULTANTS, 121 E TALATAMATY ANTANANARIVO   ,mediator.madagascar@gmail.com,MEDIATOR,(+261) 32 29 399 55,
CONSULTANTS, LOT 04 E A ANTSIRABE    ,tokotaniko@gmail.com,TOKOTANIKO,(+261) 34 17 115 11,
CONSULTANTS, ... ANTANANARIVO    ,lacompta@yahoo.fr,VOARY,(+261) 33 121 95 00,
GUARDING & SECURITY, BP. 6231 ANTANANARIVO   ,security@sssm.mg,SSSM,(+261) 202 24 15 45 (+261) 202 24 90 76,
GUARDING & SECURITY, IMERINAFOVOANY ANTANANARIVO   ,,SURVEILLANCE & SECURITE,(+261) 202 25 84 65,
GUARDING & SECURITY," 39, RTE CIRCULAIRE ANTANANARIVO   ",vag@blueline.mg,VAGUE SECURITY,(+261) 202 42 36 37 (+261) 202 26 26 93,
MARITIME TRANSPORT, BP. 514 ANTANANARIVO   ,tcm.tana@sdv.mg,TCM,(+261) 202 24 68 59 (+261) 202 24 66 98,
MARITIME TRANSPORT, BP. 411 TOAMASINA   ,,TCM,(+261) 205 33 38 51 (+261) 205 33 29 10,
MARITIME TRANSPORT, BP. 12020 ANTANANARIVO   ,,TLT,(+261) 202 24 34 68 (+261) 202 24 34 68,
MARITIME TRANSPORT, BP. 384 MAHAJANGA   ,tltmaj@moov.mg,TLT,(+261) 206 22 28 33 (+261) 206 22 41 50,www.tass-ajsmm.mg    
MARITIME TRANSPORT," 8, RUE DE LA POUDRIERE TAMATAVE    ",pdg@tass-ajsmm.mg,TRANSIT AIR SEA SERVICE,(+261) 34 56 709 70,
MARITIME TRANSPORT, AMBODIVONINKELY ANTANANARIVO   ,carcenter@moov.mg,WALEXPORT,(+261) 202 35 59 90 (+261) 202 23 25 86,
MARITIME TRANSPORT, TOAMASINA   ,,YMMCO,(+261) 205 33 15 65 (+261) 205 33 15 65,www.zieglergroup.com    
"TOBACCO, CIGARETTES", HOTEL HILTON ANTANANARIVO   ,,DRUGSTORE HILTON,(+261) 202 22 60 60,
"TEMPORARY WORK, INTERIM", ANTSAKAVIRO ANTANANARIVO   ,lalaoarlette@gmail.com,AIDE INTERIM,(+261) 20 22 371 25 (+261) 20 22 371 25,
"TEMPORARY WORK, INTERIM", ANTANANARIVO   ,alphagrp@mail.blueline.mg,ALPHA JOB AGENCY,(+261) 202 22 06 78,
"TEMPORARY WORK, INTERIM", BP. 3536 ANTANANARIVO   ,basic_services@mel.moov.mg,BASIC SERVICES,(+261) 202 23 30 10 (+261) 202 23 30 10,
"TEMPORARY WORK, INTERIM", BP. 1480 ANTANANARIVO    ,dcdm@malagasy.com,DCDM CONSULTING,(+261) 202 26 06 74 (+261) 202 23 61 70,
"TEMPORARY WORK, INTERIM", BP. 8658 ANTANANARIVO   ,excell@moov.mg,EXCELL,(+261) 202 26 59 58 (+261) 202 26 36 81,www.dcdm.biz    
"TEMPORARY WORK, INTERIM", BP. 8057 ANTANANARIVO    ,madajob@blueline.mg,MADAJOB MEDIASYS,(+261) 202 24 03 73,
"TEMPORARY WORK, INTERIM", AMBANIDIA ANTANANARIVO   ,mlgrs@moov.mg,MALAGASY RESSOURCES,(+261) 20 22 679 40 (+261) 20 22 610 34,
"TEMPORARY WORK, INTERIM", BP. 12013 ANTANANARIVO   ,p.comme@moov.mg,P. COMME,(+261) 202 25 90 65 (+261) 202 25 90 66,www.madajob.com    
"TEMPORARY WORK, INTERIM", ANKAZOMANGA ANTANANARIVO   ,ressources@moov.mg,RESSOURCES,(+261) 202 25 50 35 (+261) 202 26 18 45,
"TEMPORARY WORK, INTERIM", BP. 8019 ANTANANARIVO   ,sas@moov.mg,SAS ALARME TANA,(+261) 202 22 39 24 (+261) 202 22 58 93,
TECHNICAL AID, LOT 113 CITE TSARAMANDROSO MAJUNGA   ,djaovoavygfm@gmail.com,JOHARY ANTONIO FRANCISCA,(+261) 34 04 547 53,
TRANSIT & CONSIGNMENT, BP. 514 ANTANANARIVO   ,tcm.tana@sdv.mg,TCM,(+261) 202 24 68 59 (+261) 202 24 66 98,
TRANSIT & CONSIGNMENT, BP. 411 TOAMASINA   ,,TCM,(+261) 205 33 38 51 (+261) 205 33 29 10,
TRANSIT & CONSIGNMENT, BP. 12020 ANTANANARIVO   ,,TLT,(+261) 202 24 34 68 (+261) 202 24 34 68,
TRANSIT & CONSIGNMENT, BP. 384 MAHAJANGA   ,tltmaj@moov.mg,TLT,(+261) 206 22 28 33 (+261) 206 22 41 50,www.tass-ajsmm.mg    
TRANSIT & CONSIGNMENT, ANDRAHARO ANTANANARIVO   ,,TRANSAC'OI,(+261) 202 23 22 93 (+261) 202 22 23 48,
TRANSIT & CONSIGNMENT, BP. 7518 TOAMASINA   ,,TRANSAC'OI,(+261) 205 33 26 67 (+261) 205 33 35 02,
SOAP FACTORIES, BP. 6270 ANTANANARIVO   ,dipco@blueline.mg,DIPCO,(+261) 202 25 52 00 (+261) 202 25 52 42,
SOAP FACTORIES, ANKADIFOTY ANTANANARIVO   ,,DRAMCO,(+261) 202 23 52 08 (+261) 202 24 19 49,
SOAP FACTORIES, BP. 507 MAHAJANGA   ,,DRAMCO,(+261) 206 22 41 87 (+261) 206 22 41 88,www.ivahona.com    
SOAP FACTORIES," GARE SOARANO, AVE INDEPENDANCE ANTANANARIVO    ",info@ivahona.com,IVAHONA,(+261) 32 05 090 02,
SOAP FACTORIES, ARANTA FACE ABATTOIR MAHAJANGA    ,contact@vaomg.com,SADEMA,(+261) 33 03 224 95,www.vaomg.com    
SOAP FACTORIES, BP. 87 ANTSIRABE   ,,SAH VA,(+261) 204 44 90 99 (+261) 204 44 90 99,
SOAP FACTORIES, MANDANIRESAKA ANTSIRABE   ,,SAVONNERIE DU VAKINANKARATRA,(+261) 204 44 91 19,
SOAP FACTORIES, BP. 104 MAHAJANGA   ,s.fitiavana@moov.mg,SAVONNERIE FITIAVANA,(+261) 206 22 34 05 (+261) 206 22 21 18,www.savonnerie-tropicale.com    
SOAP FACTORIES, BP. 7 ANTANANARIVO    ,savtrop@moov.mg,SAVONNERIE TROPICALE,(+261) 202 22 53 24 (+261) 202 23 45 12,
SOAP FACTORIES, ANGARANGARANA ANTANANARIVO    ,salama@moov.mg,SAVONY SALAMA,(+261) 20 22 698 62 (+261) 20 22 206 03,www.savony-salama.com    
RESTAURANTS & BARS, ANDOHANIMANDROSEZA TANANARIVE    ,,RESTAURANT LE CAP,(+261) 34 16 460 32,www.restaurantlecap.sitew.com    
RESTAURANTS & BARS, 66. RUE RATSIMILAHO AMBATONAKANGA ANTANANARIVO    ,lecarnivore@yahoo.fr,RESTAURANT LE CARNIVORE,(+261) 20 22 241 98,
RESTAURANTS & BARS, 48 A BEHORIRIKA ANTANANARIVO   ,fernand.remanaho@gmail.com,RESTAURANT LE CILAOS,(+261) 034 10 104 22,www.le-carnivore.com    
RESTAURANTS & BARS, IVATO ANTANANARIVO   ,,RESTAURANT LE GRILL,(+261) 202 25 88 14,
RESTAURANTS & BARS, BP. 8421 ANTANANARIVO    ,lehintsy@netclub.mg,RESTAURANT LE HINTSY,(+261) 202 22 63 79 (+261) 202 22 64 14,
RESTAURANTS & BARS," 15, RUE RANAIVO ANTANANARIVO   ",,RESTAURANT LE HONG KONG,(+261) 202 23 46 83,www.lehintsyhotel.com    
RESTAURANTS & BARS," 8, RUE DUSSAC ANTANANARIVO   ",,RESTAURANT LE JASMIN ANTOINE,(+261) 202 23 42 96,
RESTAURANTS & BARS, BP. 7750 ANTANANARIVO   ,hotelmahavelo@netclub.mg,RESTAURANT LE MAHAVELO,(+261) 320 77 20 68,
LAWYERS," 13, RUE RATSIMILAHO ANTANANARIVO   ",maraza@moov.mg,RAZAFINIMANANA MARIANNE,(+261) 202 42 44 82 (+261) 202 42 44 82,
LAWYERS," LOT 096 B, AMBOHIBAO ANTANANARIVO   ",miraraz@yahoo.fr,RAZANAMPARANY MIRA,(+261) 34 03 315 32,
LAWYERS," IMMEUBLE VITASOA, 6 RUE INDIRA GANDHI, TSARALALANA ANTANANARIVO   ",rijarakoto@gmail.com,RIJA RAKOTOMALALA,(+261) 20 22 244 03 (+261) 20 22 237 35,
LAWYERS," 45, RUE FORT VOYRON ANTANANARIVO   ",rakotomiamina@moov.mg,VOAHANGY RAKOTOMIAMINA,(+261) 202 26 40 66,
HOTELS, BP. 3958 ANTANANARIVO    ,hoteldulouvre@simicro.mg,HOTEL DU LOUVRE,(+261) 202 23 90 00 (+261) 202 26 40 40,
HOTELS, BP. 529 MAHAJANGA    ,hotelduphare@moov.mg,HOTEL DU PHARE,(+261) 206 22 35 00 (+261) 206 22 22 00,www.hotel-du-louvre.com    
HOTELS, BP. 29 MAHAJANGA    ,hifaz@blueline.mg,HOTEL DU VIEUX BAOBAB,(+261) 206 22 20 35 (+261) 206 22 23 20,
HOTELS, FINARANTSOA    ,infos@campcatta.com,HOTEL ECOLODGE CAMP CATTA,(+261) 02 07 55 05 68,www.majunga.org    
HOTELS, BP. 262 TULEAR    ,eden.hotel@yahoo.fr,HOTEL EDEN,(+261) 209 44 15 66 (+261) 209 44 42 60,
HOTELS, BP. 30 MORONDAVA    ,rejelanatacha@gmail.com,HOTEL EDEN ROCK,(+261) 32 40 859 45,www.majunga.org/vieux-baobab    
HOTELS, BP. 80 MANAKARA   ,,HOTEL EDEN SIDI,(+261) 207 22 12 85 (+261) 207 22 12 85,
HOTELS," 26, AVE INDEPENDANCE ANTANANARIVO   ",,HOTEL EHT,(+261) 202 26 29 31 (+261) 202 26 29 32,www.campcatta.com    
HOTELS, RUE RIGAULT DIEGO SUAREZ    ,contact@hotelemeraude-diego.com,HOTEL EMERAUDE,(+261) 20 82 225 44 (+261) 20 82 225 44,
HOTELS, MANGARANO 11 PLLE 11/47 TAMATAVE    ,resa-aliahotel@live.fr,HOTEL ESPACE ALIA,(+261) 33 14 911 42,www.edenhotel-mada.com    
"SHOES, MANUFACTURES", BP. 207 ANTANANARIVO   ,oim@oimjb.com,AIGLE D'OR,(+261) 20 22 223 73 (+261) 20 22 280 64,
"SHOES, MANUFACTURES", RTE ANDRONDRA ANTANANARIVO   ,,COCIMA,(+261) 202 26 98 08,
"SHOES, MANUFACTURES", BP. 207 ANTANANARIVO   ,jb@basan.mg,JB OIM groupe basan,(+261) 202 22 23 73 (+261) 202 22 80 64,
"SHOES, MANUFACTURES", N° 0101 CK 0080 RUE RICHELIEU & RANCHOT MAHAJANGA 401    ,kalidas.mg@gmail.com,KALIDAS AKHOU CORDONNERIE,(+261) 32 04 336 33,www.kalidas.mg    
PLASTIC PRODUCTS," 17, RUE REALLON ANTANANARIVO   ",shah.r.sourendre@gmail.com,COMAP,(+261) 34 11 845 10,
PLASTIC PRODUCTS, RUE REJAONAH ANTANANARIVO    ,bahrami@pilgon.com,COMEPLAST,(+261) 98 21 421 85 (+261) 98 21 88 95 73 89,
PLASTIC PRODUCTS, AMBOHIBAO ANTANANARIVO   ,dexter@malagasy.com,DEXTER MAD,(+261) 202 25 86 24 (+261) 202 24 58 67,www.pilgon.com    
PLASTIC PRODUCTS," 55, RUE RASETA ANTANANARIVO   ",,FANDROSOANA,(+261) 202 22 84 70 (+261) 202 22 84 70,
PLASTIC PRODUCTS, FIADANANA ANTANANARIVO   ,,MAVIPLAST,(+261) 202 26 50 75,
PLASTIC PRODUCTS, BP. 6270 ANTANANARIVO   ,dipco@blueline.mg,PAMA,(+261) 202 25 52 00 (+261) 202 25 52 42,
PLASTIC PRODUCTS, IVATO ANTANANARIVO   ,pilatex@moov.mg,PILATEX,(+261) 202 24 42 44 (+261) 202 24 42 46,
PLASTIC PRODUCTS, BP. 567 ANTANANARIVO   ,madeco@madecasse.mg,PLASCOM,(+261) 202 22 24 08 (+261) 202 23 35 73,
PLASTIC PRODUCTS, BP. 302 ANTANANARIVO   ,plasmad@moov.mg,PLASMAD,(+261) 202 22 65 86 (+261) 202 22 45 82,
ROAD TRANSPORT, ALASORA ANTANANARIVO   ,,TRANS ERRE,(+261) 202 23 36 83,
ROAD TRANSPORT, II E 43 KA MAHAZO ANTANANARIVO   ,aharinjaka@gmail.com,TRANSPORT AINA,(+261) 33 08 606 77,
ROAD TRANSPORT, BAZAR BE TULEAR   ,transportmasoandro@yahoo.fr,TRANSPORT MASOANDRO,(+261) 34 05 426 66,
ROAD TRANSPORT, AMBOHIMAHITSY ANTANANARIVO   ,,TTR,(+261) 202 27 03 49,
PLASTIC INDUSTRIES, BP. 12081 ANTANANARIVO   ,areplast@moov.mg,AREPLAST,(+261) 202 24 42 70 (+261) 202 24 42 70,
PLASTIC INDUSTRIES, BP. 14071 ANTANANARIVO   ,madasia@moov.mg,MADAGASCAR ASIA PLASTICS,(+261) 202 24 48 66 (+261) 202 24 48 69,
PLASTIC INDUSTRIES, BP. 9195 ANTANANARIVO   ,makiplast@makiplast.com,MAKIPLAST,(+261) 202 24 67 12 (+261) 202 24 67 29,
PLASTIC INDUSTRIES, BP. 1073 ANTANANARIVO    ,alubat@netclub.mg,MENUISERIE PVC,(+261) 202 22 31 26 (+261) 202 23 37 44,
PLASTIC INDUSTRIES, BP. 5279 ANTANANARIVO   ,polyma@malagasy.com,POLYMA,(+261) 202 23 00 90 (+261) 202 22 29 23,www.aluminium-madagascar.com    
PLASTIC INDUSTRIES, BP. 372 ANTANANARIVO   ,sacoplas@moov.mg,SACOPLAST,(+261) 32 04 119 10 (+261) 32 04 119 10,
PLASTIC INDUSTRIES, BP. 11107 ANTANANARIVO    ,vente@groupe-smtp.com,SMTP,(+261) 32 04 119 10,
"REAL ESTATE, AGENCIES", MAIBAHOAKA ANTANANARIVO   ,,SERI AIX,(+261) 202 24 56 36 (+261) 202 24 56 36,
"REAL ESTATE, AGENCIES", RUE MASSIGNON ANTANANARIVO   ,spim@simicro.mg,SIA,(+261) 202 25 54 07 (+261) 202 25 52 79,
"REAL ESTATE, AGENCIES", RUE ANKARANA ANTSIRANANA   ,,SOCIETE IMMOBILIERE DIEGO SUAREZ,(+261) 208 22 18 18,www.softimmo-madagascar.com    
"REAL ESTATE, AGENCIES", ANTSENAKELY ANTSIRABE   ,,SOCIETE IMMOBILIERE KARMALY,(+261) 204 44 87 00,
"REAL ESTATE, AGENCIES", 143 TER ALAROBIA ANTANANARIVO    ,contact@softimmo-madagascar.com,SOFTIMMO,(+261) 34 07 770 00,
"REAL ESTATE, AGENCIES"," 11, RUE RADAMA 1ER ANTANANARIVO   ",sogeco@netclub.mg,SOGECO MADAGASCAR,(+261) 202 26 15 33 (+261) 202 23 49 11,
"REAL ESTATE, AGENCIES", CITE BELLE VUE ANTANANARIVO   ,hags@simicro.mg,SOGECOA,(+261) 202 24 92 46,
"REAL ESTATE, AGENCIES", BP. 448 ANTANANARIVO   ,forello@moov.mg,SPI FORELLO,(+261) 202 23 51 60 (+261) 202 22 38 06,
"REAL ESTATE, AGENCIES"," 64, RUE RATSIMILAHO ANTANANARIVO   ",trans_immobilier@yahoo.fr,TRANS IMMO,(+261) 202 49 13 95,www.properties-construction.com    
"PAPER, INDUSTRIES", BP. 3409 ANTANANARIVO   ,apostrophe@simicro.mg,APOSTROPHE,(+261) 202 24 68 47 (+261) 202 24 68 47,
"PAPER, INDUSTRIES", BP. 409 ANTANANARIVO   ,cf@moov.mg,BSM,(+261) 202 22 95 69 (+261) 202 22 76 97,
